guid,user_dirs,lite_or_pro,projects_count,sessions_count,active_days,first_activity,last_activity,inactive_hours_till_2026_02_24_end,left_more_than_1_day,top_sites,top_themes,main_operations,edit_versions_avg,unique_action_pairs,top_error_category,top_error_count,last_error_category,last_error_time,stop_points,level,confidence_pct,score,occupation_in_zennoposter,what_works,what_not_works,characteristic
789c9a51-8805-48dd-bfb6-b40fdbc2abb1,User 129,lite,1,1,1,2026-02-22 08:26:49.874909,2026-02-22 08:54:54,63.1,yes,"polymarket.com, accounts.google.com, accounts.google.fi",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",15.00,4,—,0,—,,итеративная отладка/стабильность,новичок,69.5,4.75,"Регистрация/аккаунты; чаще работает с сайтами: polymarket.com, accounts.google.com, accounts.google.fi",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: polymarket.com, accounts.google.com, accounts.google.fi. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
dd9f653f-88b4-4de3-87b4-21079f83dd4b,User 13,pro,1,1,1,2026-02-23 14:10:00,2026-02-23 14:10:00,33.8,yes,,Регистрация/аккаунты,Прокси/профили/эмуляция,10.00,3,—,0,—,,итеративная отладка/стабильность,новичок,69.5,4.85,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,работает с прокси/профилями,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
12bcf6ba-4e00-4151-a4cb-105487fce179,User 130,pro,1,1,1,2026-02-20 14:54:37.340686,2026-02-20 15:05:18.546437,104.9,yes,,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция",39.00,43,—,0,—,,итеративная отладка/стабильность,продвинутый,62.5,12.05,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
09060542-8d1c-45ce-b984-4bbc3291873e,User 131,pro,1,2,1,2026-02-21 12:35:56,2026-02-21 13:08:00,82.9,yes,ereality.ru,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Логика/ретраи",9.00,23,Executing action WebBrowserExtensions id: <id> of action group id: <id> Error accessing Instance.InstallCrxExtension | System.Exception: Err,2,Executing action WebBrowserExtensions id: <id> of action group id: <id> Extension are supported only in Chromium browser engine | System.Inv,,Executing action WebBrowserExtensions id: <id> of action group id: <id> Error accessing Instance.InstallCrxExtension | System.Exception: Err,средний,64.8,6.85,Регистрация/аккаунты; чаще работает с сайтами: ereality.ru,работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: executing action webbrowserextensions id: <id> of action group id: <id> error accessing instance.installcrxextension | system.exception: err,"Занимается: Регистрация/аккаунты. Основные сайты: ereality.ru. Стиль: точечно, небольшим числом проектов. Уровень: средний."
ee162135-21c5-4804-9dae-b86be55f0ef1,User 133,pro,1,1,1,2026-02-19 10:49:52.425816,2026-02-19 10:55:00,133.1,yes,,Соцсети,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",3.00,51,—,0,—,,без явного стоп-фактора,продвинутый,51.8,9.35,Соцсети; чаще работает с сайтами: без выраженных внешних доменов,подключает API/HTTP; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Соцсети. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
db38b162-66ca-4a46-8c24-c8c18e83b4ad,User 134,pro,1,2,1,2026-02-18 07:02:00,2026-02-18 08:23:00.425772,159.6,yes,,Регистрация/аккаунты,"Формы/клики/DOM, Таблицы/Google Sheets, Логика/ретраи",24.00,10,—,0,—,,итеративная отладка/стабильность,средний,64.8,7.15,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: средний."
364c9147-2aef-4a33-87b2-b8057e6df91f,User 135,pro,1,1,1,2026-02-21 02:45:48.549841,2026-02-21 12:33:01,83.4,yes,"tickets.milanocortina2026.org, olympics.com, next.tickets.milanocortina2026.org",Лидогенерация/арбитраж,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Логика/ретраи",23.00,14,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 22; Cтолбец: 0] <n>.. Нет xpath элемента: //h1[contains(@clas,1,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 22; Cтолбец: 0] <n>.. Нет xpath элемента: //h1[contains(@clas,,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 22; Cтолбец: 0] <n>.. Нет xpath элемента: //h1[contains(@clas,средний,60.5,7.35,"Лидогенерация/арбитраж; чаще работает с сайтами: tickets.milanocortina2026.org, olympics.com, next.tickets.milanocortina2026.org",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: выполнение действия csharp owncode. id: <id> группы действий id: <id> [строка: 22; cтолбец: 0] <n>.. нет xpath элемента: //h1[contains(@clas,"Занимается: Лидогенерация/арбитраж. Основные сайты: tickets.milanocortina2026.org, olympics.com, next.tickets.milanocortina2026.org. Стиль: точечно, небольшим числом проектов. Уровень: средний."
54081ca9-44af-46e1-808f-f00ed54cf2bd,User 136,pro,1,2,1,2026-02-16 18:10:00,2026-02-16 21:30:27,194.5,yes,otzovik.com,Соцсети,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",39.00,39,—,0,—,,итеративная отладка/стабильность,продвинутый,62.8,12.45,Соцсети; чаще работает с сайтами: otzovik.com,подключает API/HTTP; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Соцсети. Основные сайты: otzovik.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
fa5cab09-c336-4e5d-81f7-0e2317c5f83e,"User 14, User 504",pro,1,2,2,2026-02-19 07:59:00,2026-02-24 12:53:00,11.1,no,,Регистрация/аккаунты,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация, Логика/ретраи",38.00,22,—,0,—,,итеративная отладка/стабильность,продвинутый,56.2,9.55,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
4e33fdc7-5be0-4419-8602-f35215cb3f30,User 140,pro,1,1,1,2026-02-21 05:10:03,2026-02-21 10:25:00,85.6,yes,"seo-fast.ru, add2.seo-fast.ru, away.vk.com, pxl.leads.su, pravoslavie.kurskonb.ru",Соцсети,"Навигация по сайтам, Прокси/профили/эмуляция, Логика/ретраи",1.00,17,—,0,—,,без явного стоп-фактора,новичок,69.5,3.25,"Соцсети; чаще работает с сайтами: seo-fast.ru, add2.seo-fast.ru, away.vk.com",работает с прокси/профилями,явных повторяющихся runtime-ошибок мало,"Занимается: Соцсети. Основные сайты: seo-fast.ru, add2.seo-fast.ru, away.vk.com. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
e6b348cc-68d6-4302-92bb-b719b45e47ca,User 142,lite,1,2,2,2026-02-19 03:19:58,2026-02-20 07:52:34.789568,112.1,yes,"global.cdek.ru, rc.zennoposter.com",Служебная автоматизация,"Прочие действия, Формы/клики/DOM, Логика/ретраи",2.00,4,—,0,—,,без явного стоп-фактора,новичок,72.5,1.75,"Служебная автоматизация; чаще работает с сайтами: global.cdek.ru, rc.zennoposter.com",уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Служебная автоматизация. Основные сайты: global.cdek.ru, rc.zennoposter.com. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
90897960-002f-468d-a4d0-dab3de5546c3,User 146,lite,1,1,1,2026-02-23 13:31:50,2026-02-23 13:57:50,34.0,yes,"leboncoin.fr, auth.leboncoin.fr, rc.zennoposter.com",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",12.00,3,—,0,—,,итеративная отладка/стабильность,новичок,69.5,4.05,"Регистрация/аккаунты; чаще работает с сайтами: leboncoin.fr, auth.leboncoin.fr, rc.zennoposter.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: leboncoin.fr, auth.leboncoin.fr, rc.zennoposter.com. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
274827f3-5787-4ff1-90bd-e6aa37459230,User 15,lite,1,1,1,2026-02-19 09:50:54,2026-02-19 10:37:21,133.4,yes,whoer.net,Регистрация/аккаунты,"Навигация по сайтам, Прокси/профили/эмуляция, Прочие действия",65.00,3,—,0,—,,итеративная отладка/стабильность,средний,57.8,6.25,Регистрация/аккаунты; чаще работает с сайтами: whoer.net,работает с прокси/профилями,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: whoer.net. Стиль: точечно, небольшим числом проектов. Уровень: средний."
bc6f3c68-bbf0-4b95-bdda-a4365bea6e5f,User 151,lite,1,1,1,2026-02-19 02:27:40.906312,2026-02-19 02:28:43.169433,141.5,yes,,Соцсети,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",6.00,42,—,0,—,,без явного стоп-фактора,средний,52.5,8.55,Соцсети; чаще работает с сайтами: без выраженных внешних доменов,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Соцсети. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: средний."
6e0f7e8a-8e1e-4fec-8337-27ccb5c7fc63,User 152,lite,1,1,1,2026-02-19 00:43:33.272927,2026-02-19 00:50:56.914941,143.2,yes,,Регистрация/аккаунты,"Прочие действия, Формы/клики/DOM",22.00,2,Server 500,7,Server 500,2026-02-19 00:48:49.024884,Server 500,средний,53.2,5.55,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: server 500,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: средний."
34d4643d-97bc-4514-aac0-3384fbaa8366,User 16,pro,1,8,5,2026-02-19 19:35:08.887487,2026-02-24 10:27:00,13.5,no,"kuper.ru, tracking.lovko.pro, go.cpaex.ru, courier-rf.ru, cpa.kuper.ru",Лидогенерация/арбитраж,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",12.00,44,—,0,—,,итеративная отладка/стабильность,продвинутый,86.2,11.35,"Лидогенерация/арбитраж; чаще работает с сайтами: kuper.ru, tracking.lovko.pro, go.cpaex.ru",подключает API/HTTP; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Лидогенерация/арбитраж. Основные сайты: kuper.ru, tracking.lovko.pro, go.cpaex.ru. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
4405c266-d200-4726-aa99-b0ba93415b02,User 160,lite,1,2,1,2026-02-24 10:47:50,2026-02-24 19:14:32,4.8,no,"blablacar.ru, google.com",Соцсети,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",42.00,19,—,0,—,,итеративная отладка/стабильность,продвинутый,58.2,9.85,"Соцсети; чаще работает с сайтами: blablacar.ru, google.com",подключает API/HTTP; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Соцсети. Основные сайты: blablacar.ru, google.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
eef527be-8e0e-4767-8b7e-fe4a004b8400,User 161,lite,1,1,1,2026-02-24 14:55:00,2026-02-24 14:55:00,9.1,no,,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Логика/ретраи",2.00,17,—,0,—,,без явного стоп-фактора,новичок,69.5,3.45,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
a069b55c-f282-498e-b2c5-af20102fff24,User 164,pro,1,1,1,2026-02-20 13:54:19.060974,2026-02-20 13:59:00,106.0,yes,,Лидогенерация/арбитраж,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",2.00,32,—,0,—,,без явного стоп-фактора,средний,60.5,7.35,Лидогенерация/арбитраж; чаще работает с сайтами: без выраженных внешних доменов,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Лидогенерация/арбитраж. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: средний."
344b1b91-f256-43a2-b696-c834de700f97,User 165,pro,1,1,1,2026-02-19 18:28:41.763681,2026-02-19 18:49:02.532642,125.2,yes,mixcloud.com,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Парсинг/валидация",24.00,36,—,0,—,,итеративная отладка/стабильность,продвинутый,63.2,11.95,Регистрация/аккаунты; чаще работает с сайтами: mixcloud.com,ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: mixcloud.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
unknown::User 166,User 166,pro,1,1,1,2026-02-22 18:43:00,2026-02-22 18:43:00,53.3,yes,,Служебная автоматизация,Прочие действия,0.00,0,—,0,—,,без явного стоп-фактора,новичок,69.5,0.75,Служебная автоматизация; чаще работает с сайтами: без выраженных внешних доменов,делает базовые сценарии навигации,явных повторяющихся runtime-ошибок мало,"Занимается: Служебная автоматизация. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
d7b07d9e-59c1-4c1e-846c-a7abca9d21fd,User 168,lite,1,2,1,2026-02-24 13:44:00,2026-02-24 17:33:00,6.4,no,,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Прокси/профили/эмуляция",7.00,21,—,0,—,,без явного стоп-фактора,средний,64.8,6.85,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,работает с прокси/профилями; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: средний."
600b98d4-7580-4728-9fef-edcaeda7c962,User 169,pro,1,1,1,2026-02-24 11:38:49,2026-02-24 11:52:04.295951,12.1,no,secure.jointjuicesettlement.com,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Парсинг/валидация",13.00,21,运行HTMLElement 动作id<id> 动作组id<id> 根据搜索条件未找到HTML元素,1,运行HTMLElement 动作id<id> 动作组id<id> 根据搜索条件未找到HTML元素,,运行HTMLElement 动作id<id> 动作组id<id> 根据搜索条件未找到HTML元素,средний,53.2,8.45,Регистрация/аккаунты; чаще работает с сайтами: secure.jointjuicesettlement.com,ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: 运行htmlelement 动作id<id> 动作组id<id> 根据搜索条件未找到html元素,"Занимается: Регистрация/аккаунты. Основные сайты: secure.jointjuicesettlement.com. Стиль: точечно, небольшим числом проектов. Уровень: средний."
b5f61323-3fb2-436a-8fb6-5b325cc9c007,User 171,pro,1,2,2,2026-02-19 19:52:00,2026-02-22 21:42:56,50.3,yes,"instagram.com, 2fa.online",Соцсети,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи, Прокси/профили/эмуляция",49.00,40,—,0,—,,итеративная отладка/стабильность,продвинутый,68.2,11.35,"Соцсети; чаще работает с сайтами: instagram.com, 2fa.online",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Соцсети. Основные сайты: instagram.com, 2fa.online. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
aeb9a2be-cf0a-4a4b-97ca-697900507ce4,User 174,lite,1,1,1,2026-02-23 22:05:13,2026-02-23 22:10:12,25.8,yes,"bling.com.br, rc.zennoposter.com",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",17.00,4,—,0,—,,итеративная отладка/стабильность,средний,50.5,5.15,"Регистрация/аккаунты; чаще работает с сайтами: bling.com.br, rc.zennoposter.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: bling.com.br, rc.zennoposter.com. Стиль: точечно, небольшим числом проектов. Уровень: средний."
e0d5eb8f-aa2d-47b1-a112-a760979beca5,User 175,lite,1,1,1,2026-02-19 06:12:00,2026-02-19 06:12:00,137.8,yes,,Регистрация/аккаунты,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация, Логика/ретраи",15.00,22,—,0,—,,итеративная отладка/стабильность,средний,49.8,8.95,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: средний."
65e18c56-4bd3-4743-9d08-e972abe6be73,User 176,pro,1,1,1,2026-02-18 00:41:24,2026-02-18 01:04:18,166.9,yes,"x.com, nordvpn.com",Соцсети,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",18.00,39,—,0,—,,итеративная отладка/стабильность,продвинутый,63.8,11.85,"Соцсети; чаще работает с сайтами: x.com, nordvpn.com",подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Соцсети. Основные сайты: x.com, nordvpn.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
62a32b8c-a87c-4bf7-9a3e-a308aa3a685e,User 179,lite,1,1,1,2026-02-17 08:06:00,2026-02-17 08:06:38,183.9,yes,,Регистрация/аккаунты,Логика/ретраи,2.00,9,—,0,—,,без явного стоп-фактора,новичок,69.5,2.05,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,делает базовые сценарии навигации,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
9bf14d9d-2bfa-4b0d-ab3e-ba5e71c2099d,User 187,pro,1,1,1,2026-02-20 00:07:00,2026-02-20 00:07:00,119.9,yes,,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Логика/ретраи",7.00,17,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",1,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",средний,49.8,5.05,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,"чаще всего стопорится на: выполнение действия htmlelement id: <id> группы действий id: <id> не найден html элемент, по условиям поиска","Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: средний."
a38574d6-4657-4aa4-8cea-3baadcb010ea,User 189,pro,1,3,5,2026-02-18 18:00:09,2026-02-24 23:44:01,0.3,no,"squid.io, sketchfab.com, turbosquid.com, auth.turbosquid.com",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",45.00,44,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",2,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",продвинутый,61.2,13.15,"Регистрация/аккаунты; чаще работает с сайтами: squid.io, sketchfab.com, turbosquid.com",подключает API/HTTP; уверенно автоматизирует формы и DOM-события,"чаще всего стопорится на: выполнение действия htmlelement id: <id> группы действий id: <id> не найден html элемент, по условиям поиска","Занимается: Регистрация/аккаунты. Основные сайты: squid.io, sketchfab.com, turbosquid.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
6f981364-0827-408b-b551-28f5857d17a0,User 19,lite,1,1,1,2026-02-24 19:00:00,2026-02-24 19:05:33.775224,4.9,no,,Регистрация/аккаунты,"Парсинг/валидация, Логика/ретраи",8.00,9,—,0,—,,итеративная отладка/стабильность,новичок,69.5,4.45,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,делает базовые сценарии навигации,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
25ea9202-01fd-4239-bb03-0998b439aa29,User 190,lite,1,1,1,2026-02-24 17:14:03,2026-02-24 18:43:58.960889,5.3,no,"certiport.uz, rc.zennoposter.com",Регистрация/аккаунты,"Навигация по сайтам, Прокси/профили/эмуляция, Формы/клики/DOM",40.00,7,Выполнение действия List id: <id> группы действий id: <id> Ошибка при обработке списка,2,Выполнение действия List id: <id> группы действий id: <id> Ошибка при обработке списка,,Выполнение действия List id: <id> группы действий id: <id> Ошибка при обработке списка,средний,56.5,6.05,"Регистрация/аккаунты; чаще работает с сайтами: certiport.uz, rc.zennoposter.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: выполнение действия list id: <id> группы действий id: <id> ошибка при обработке списка,"Занимается: Регистрация/аккаунты. Основные сайты: certiport.uz, rc.zennoposter.com. Стиль: точечно, небольшим числом проектов. Уровень: средний."
7769b288-e26c-4e67-9ad4-5b20c85072e2,User 191,lite,1,1,1,2026-02-18 18:39:00,2026-02-18 18:39:00,149.3,yes,,Регистрация/аккаунты,Прочие действия,3.00,0,—,0,—,,без явного стоп-фактора,новичок,69.5,1.35,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,делает базовые сценарии навигации,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
918a98d5-046f-4767-b3eb-05c4281dc597,User 193,pro,1,3,3,2026-02-21 15:11:10,2026-02-23 16:40:37,31.3,yes,facebook.com,Лидогенерация/арбитраж,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",55.00,39,—,0,—,,итеративная отладка/стабильность,продвинутый,64.5,12.65,Лидогенерация/арбитраж; чаще работает с сайтами: facebook.com,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Лидогенерация/арбитраж. Основные сайты: facebook.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
619b6dfe-8e98-4007-b01b-2e6fc3b38590,User 195,pro,1,1,1,2026-02-18 13:26:00,2026-02-18 13:26:26.713446,154.6,yes,,Соцсети,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",3.00,79,—,0,—,,без явного стоп-фактора,продвинутый,51.8,9.35,Соцсети; чаще работает с сайтами: без выраженных внешних доменов,подключает API/HTTP; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Соцсети. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
ee43a795-cbf6-4937-af75-c56c64992632,User 2,pro,1,1,3,2026-02-22 03:42:00,2026-02-24 19:44:44,4.3,no,facebook.com,Лидогенерация/арбитраж,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция, Логика/ретраи",7.00,33,—,0,—,,без явного стоп-фактора,средний,57.2,7.85,Лидогенерация/арбитраж; чаще работает с сайтами: facebook.com,работает с прокси/профилями; подключает API/HTTP,явных повторяющихся runtime-ошибок мало,"Занимается: Лидогенерация/арбитраж. Основные сайты: facebook.com. Стиль: точечно, небольшим числом проектов. Уровень: средний."
a57674ad-291b-49ce-b830-549e622d4496,User 203,lite,1,3,1,2026-02-23 11:04:00,2026-02-23 11:29:00,36.5,yes,,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",6.00,23,Extension installer not found,1,Extension installer not found,2026-02-23 11:24:30.850764,Extension installer not found,средний,68.5,7.05,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,подключает API/HTTP; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: extension installer not found,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: средний."
c796ccd8-8097-445c-a862-a7ba5c8285e0,User 209,lite,1,2,1,2026-02-20 15:58:00,2026-02-20 16:04:00,103.9,yes,,Соцсети,Логика/ретраи,7.00,2,—,0,—,,без явного стоп-фактора,новичок,72.5,2.55,Соцсети; чаще работает с сайтами: без выраженных внешних доменов,делает базовые сценарии навигации,явных повторяющихся runtime-ошибок мало,"Занимается: Соцсети. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
dbdfb29d-9331-4efa-a5e8-df38bac13cdf,User 218,pro,1,1,1,2026-02-20 09:10:00,2026-02-20 09:40:28,110.3,yes,calling.web.skype.com,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",2.00,14,—,0,—,,без явного стоп-фактора,новичок,69.5,3.75,Регистрация/аккаунты; чаще работает с сайтами: calling.web.skype.com,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: calling.web.skype.com. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
01a078a7-5436-4669-84b9-ca5d5ba3cfc5,User 22,pro,1,1,1,2026-02-18 05:04:45,2026-02-18 05:31:32.336568,162.5,yes,"retailservices.wellsfargo.com, wellsfargo.com, rc.zennoposter.com",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",53.00,10,—,0,—,,итеративная отладка/стабильность,средний,58.5,6.35,"Регистрация/аккаунты; чаще работает с сайтами: retailservices.wellsfargo.com, wellsfargo.com, rc.zennoposter.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: retailservices.wellsfargo.com, wellsfargo.com, rc.zennoposter.com. Стиль: точечно, небольшим числом проектов. Уровень: средний."
