error_category,events_count,users_count,example_message
Выполнение действия HtmlElement id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeException: Ин,9,5,Выполнение действия HtmlElement id: 353d03d4-fba5-4cbf-9cd9-96f7667f2990 группы действий id: 938ffec5-0415-4794-8f2a-e57c55093675 Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс находился в | Выполнение действия HtmlElement id: 353d03d4-fba5-4cbf-9cd9-96f7667f2990 группы действий id: 938ffec5-0415-4794-8f2a-e57c55093675 Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс находился в
Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> CdpDocument.EvaluateScript failed | System.Exception: CdpDocument.E,9,5,Выполнение действия JavaScript OwnCode id: ab50eb8c-1b6a-4daa-8340-c81e978cf35a группы действий id: 4bee82bd-76ea-454b-912e-36905ec84bdd CdpDocument.EvaluateScript failed | System.Exception: CdpDocument.EvaluateScript fa | Выполнение действия JavaScript OwnCode id: 8b778dab-0f30-4fa9-8eb9-918eddd9fd6c группы действий id: 4b10af51-bf8e-4c28-b836-15488da4a811 CdpDocument.EvaluateScript failed | System.Exception: CdpDocument.EvaluateScript fa
Running the WebBrowserSettings action id: <id> action group id: <id> Object reference not set to an instance of an object,9,3,Running the WebBrowserSettings action id: a7151811-846e-4de4-97f0-c8d8812e9f28 action group id: a959d763-fa74-46ca-9252-fe8b5c776aeb Object reference not set to an instance of an object. | Running the WebBrowserSettings action id: 3cb87794-bd38-412d-9207-0733bfa04706 action group id: e700bbaa-151a-4c5b-a855-5ef239405130 Object reference not set to an instance of an object.
Executing the Get ZennoBrowser profiles action id: <id> action group id: <id> ZennoBrowser not installed | System.Exception: ZennoBrowser no,9,1,"Executing the Get ZennoBrowser profiles action id: 5ba2ee8b-ed04-4586-a0fb-0805c3f6d473 action group id: 57d3c090-0a3c-4fc2-b0de-7e2babfb7dfa ZennoBrowser not installed | System.Exception: ZennoBrowser not installed
    | Executing the Get ZennoBrowser profiles action id: 5ba2ee8b-ed04-4586-a0fb-0805c3f6d473 action group id: 57d3c090-0a3c-4fc2-b0de-7e2babfb7dfa ZennoBrowser not installed | System.Exception: ZennoBrowser not installed
   "
Подпроект 48 Менеджер ЯК Для общего шаблона. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: D:\ZP\02 На з,9,1,Подпроект 48 Менеджер ЯК Для общего шаблона. Выполнение действия HtmlElement id: b7f85352-1102-4f55-ba6f-76d022fd97e6 группы действий id: 5be48c29-dd51-482d-a2c5-b96dd0057b56 подпроект path: D:\ZP\02 На заказ\Регистрация | Подпроект 48 Менеджер ЯК Для общего шаблона. Выполнение действия HtmlElement id: 6beeba71-8920-4789-b637-601422e99941 группы действий id: 5be48c29-dd51-482d-a2c5-b96dd0057b56 подпроект path: D:\ZP\02 На заказ\Регистрация
"Выполнение действия Parse Json/Xml id: <id> группы действий id: <id> Unexpected character encountered while parsing value: H. Path '', line ",9,1,"Выполнение действия Parse Json/Xml id: e63a89b0-7b40-438d-9466-114188b1662f группы действий id: fc179abf-8733-4436-b776-ab34bc449996 Unexpected character encountered while parsing value: H. Path '', line 0, position 0. | | Выполнение действия Parse Json/Xml id: e63a89b0-7b40-438d-9466-114188b1662f группы действий id: fc179abf-8733-4436-b776-ab34bc449996 Unexpected character encountered while parsing value: H. Path '', line 0, position 0. |"
Выполнение действия WebBrowserTab id: <id> группы действий id: <id> Ошибка обращения к Instance.ActiveTab | System.Exception: Ошибка обращен,8,3,Выполнение действия WebBrowserTab id: 0d4f8da8-34fd-4c07-a61e-9b0cad99fe49 группы действий id: bb15881f-2229-4b45-8109-baf367212c66 Ошибка обращения к Instance.ActiveTab | System.Exception: Ошибка обращения к Instance.Ac | Выполнение действия WebBrowserTab id: 0d97166d-de82-40af-ae82-3dd93e23f8b5 группы действий id: 123b717c-bec9-40e7-875d-fa9e6f78fe02 Ошибка обращения к Instance.ActiveTab | System.Exception: Ошибка обращения к Instance.Ac
Running the logical IF-statement action id: <id> action group id: <id> Result,8,2,Running the logical IF-statement action id: 8a959f46-6ed5-45e8-9ec1-a9d01c494b8d action group id: 77233595-fdf5-43f4-8bb0-acf2bafbc72f Result: | Running the logical IF-statement action id: e7113151-ff7f-4809-bf55-690687a4f153 action group id: 998fa28a-f25b-471c-8cfa-7b28b437460b Result:
Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Не найдены cookies для загрузки. | System.Exception: Не найдены coo,8,2,Выполнение действия WebBrowserSettings id: aa218e58-fe19-4430-bb73-fef25b150f35 группы действий id: b417c84c-856b-4389-975d-fe7714e0c0e2 Не найдены cookies для загрузки. | System.Exception: Не найдены cookies для загрузк | Выполнение действия WebBrowserSettings id: aa218e58-fe19-4430-bb73-fef25b150f35 группы действий id: b417c84c-856b-4389-975d-fe7714e0c0e2 Не найдены cookies для загрузки. | System.Exception: Не найдены cookies для загрузк
Running the Table action id: <id> action group id: <id> Failed to process the table,8,1,Running the Table action id: 52015522-8de8-4522-afc0-96cfa9a94477 action group id: 93cdfe4e-8ba6-4967-b9a0-f23fc252fb5d Failed to process the table | Running the Table action id: 365d6eae-83af-4c30-91d2-1ba43fe78cbd action group id: 614c95d9-cf32-4cac-950d-0e77d6b33d03 Failed to process the table
Running the Table action id: <id> action group id: <id> Input string was not in a correct format. | System.FormatException: Input string was,8,1,Running the Table action id: 365d6eae-83af-4c30-91d2-1ba43fe78cbd action group id: 614c95d9-cf32-4cac-950d-0e77d6b33d03 Input string was not in a correct format. | System.FormatException: Input string was not in a correc | Running the Table action id: 365d6eae-83af-4c30-91d2-1ba43fe78cbd action group id: 614c95d9-cf32-4cac-950d-0e77d6b33d03 Input string was not in a correct format. | System.FormatException: Input string was not in a correc
Выполнение действия CSharp OwnCode: FARM. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threading.Thread,8,1,Выполнение действия CSharp OwnCode: FARM. id: 2f7c1156-71f0-4256-bc6b-2c57343b4a4d группы действий id: 4f907b88-76fb-47fa-924a-eddcfb9435a4 Поток находился в процессе прерывания. | System.Threading.ThreadAbortException:  | Выполнение действия CSharp OwnCode: FARM. id: 07d65537-b752-42f2-9a99-876d28b6786e группы действий id: 14fba7e6-e468-479c-9e77-de2787492c0f Поток находился в процессе прерывания. | System.Threading.ThreadAbortException: 
Выполнение действия Directory id: <id> группы действий id: <id> Ошибка при работе с директорией,7,4,Выполнение действия Directory id: ec6cadd6-9d51-4e4b-a564-c5f5c87d6957 группы действий id: f6e9719d-5cec-4bf1-9e08-286312bc7d13 Ошибка при работе с директорией | Выполнение действия Directory id: 116f7038-7330-458f-8e58-f0ec1264005b группы действий id: b09da41d-52d0-4222-a769-cdc66d358277 Ошибка при работе с директорией
Выполнение действия ImageProcessing id: <id> группы действий id: <id> Ошибка при получении изображения,7,4,Выполнение действия ImageProcessing id: f1f758ee-9385-4430-a05f-7dc27e3e0c47 группы действий id: a75d2e04-3805-494e-82d1-e640815f15a8 Ошибка при получении изображения | Выполнение действия ImageProcessing id: 0f960a46-525c-46e3-8de2-249940c947cb группы действий id: 6d66ea03-ba58-4ef5-b56c-4b6fb7880766 Ошибка при получении изображения
Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> EvaluateScriptAsync: Uncaught SyntaxError: Invalid or unexpected to,7,2,Выполнение действия JavaScript OwnCode id: a75305b4-6e1c-4c18-b822-10b53ab0fe24 группы действий id: a227a0d2-bbfe-4822-a0f2-a82d5e54b75f EvaluateScriptAsync: Uncaught SyntaxError: Invalid or unexpected token | System.Exc | Выполнение действия JavaScript OwnCode id: a75305b4-6e1c-4c18-b822-10b53ab0fe24 группы действий id: a227a0d2-bbfe-4822-a0f2-a82d5e54b75f EvaluateScriptAsync: Uncaught SyntaxError: Invalid or unexpected token | System.Exc
Running the WebBrowserSettings action id: <id> action group id: <id> Cookies for loading not found. | System.Exception: Cookies for loading ,7,2,"Running the WebBrowserSettings action id: f74c572f-28d6-42ca-bd69-21208ce9830b action group id: 71f329b3-b35b-4709-849d-93feef960230 Cookies for loading not found. | System.Exception: Cookies for loading not found.
   a | Running the WebBrowserSettings action id: f74c572f-28d6-42ca-bd69-21208ce9830b action group id: 71f329b3-b35b-4709-849d-93feef960230 Cookies for loading not found. | System.Exception: Cookies for loading not found.
   a"
Выполнение действия Table id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс н,7,2,Выполнение действия Table id: 52a25162-5cb6-4f2b-9720-c5a55cbaf54d группы действий id: 972a5757-0f08-4c9e-a155-671fedc881f0 Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс находился вне гра | Выполнение действия Table id: fe7ed4f3-dc02-41c9-b940-fa036cbf78c2 группы действий id: 9fc2ddc0-c4b6-46f4-b5a0-24dc95623a59 Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс находился вне гра
